Category,Name,Platform,Website,Audience_Size,Contact_Email,Contact_Type,Email_Verified,Audience_Level,Outreach_Angle,Priority,Email_Subject,Email_Body
Chess Scholastic,Illinois Chess Association,State Chess Org,illinoischess.org,5000+ members + scholastic,info@illinoischess.org,Direct Email,NOT CONFIRMED,Scholastic + Club,Free Student Tool,LOW,free analysis tool for Illinois Chess Association students - FireChess,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool for students and club players. Scans Chess.com or Lichess games and shows exactly where they are going wrong. Under a minute.

Would love to share it with Illinois Chess Association members and students.

[Your name]
firechess.com"
YouTube Creator,Chess Vibes (Nelson Lopez),YouTube,youtube.com/@ChessVibes,500K+ YouTube subs,YouTube DM @ChessVibes,Social DM,N/A,Beginner-Intermediate,Creator Partnership,HIGH,FireChess - partnership pitch,"Hey Nelson,

Love the Chess Vibes channel. We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Opening leaks, missed tactics, patterns.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,Hanging Pawns,YouTube,youtube.com/@HangingPawns,400K+ YouTube subs,YouTube DM @HangingPawns,Social DM,N/A,Intermediate-Advanced,Creator Partnership,HIGH,FireChess - partnership pitch,"Hey,

Big fan of the opening theory content. We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where their opening preparation is breaking down. Very relevant for your audience.

Free Pro, promo code for your viewers, 30% recurring commission on upgrades.

[Your name]
firechess.com"
YouTube Creator,ChessNetwork (Jerry),YouTube,youtube.com/@ChessNetwork,350K+ YouTube subs,YouTube DM @ChessNetwork,Social DM,N/A,Intermediate,Creator Partnership,HIGH,FireChess - partnership pitch,"Hey Jerry,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Opening leaks, patterns, endgame issues.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link. Would love to partner.

[Your name]
firechess.com"
YouTube Creator,Anna Rudolf (WIM),YouTube + Coaching,annarudolfsworld.com,150K+ YouTube subs,annarudolfsworld.com/contact,Contact Form,N/A,Beginner-Intermediate,Creator + Coach Partnership,HIGH,FireChess - partnership pitch,"Hey Anna,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Your audience is a great fit.

Free Pro for you, promo code for your viewers, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,PowerPlay Chess (Simon Williams),YouTube,youtube.com/@PowerPlayChess,200K+ YouTube subs,sales@gingergm.com,Direct Email,YES - listed on gingergm.com,Intermediate,Creator + Coach Partnership,HIGH,FireChess - partnership pitch,"Hey Simon,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Your PowerPlay audience would love it.

Free Pro for you, promo code for your viewers, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,TheChessWorld (Valeri Lilov),YouTube,thechessworld.com,300K+ YouTube subs,thechessworld.com/contact,Contact Form,N/A,Intermediate,Creator + Coach Partnership,MEDIUM,FireChess - partnership pitch,"Hey Valeri,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Opening leaks, tactics, patterns.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,ChessTalk (John Upton),YouTube (Canada),youtube.com/@ChessTalk,100K+ YouTube subs,YouTube DM @ChessTalk,Social DM,N/A,Beginner-Intermediate,Creator Partnership,MEDIUM,FireChess - partnership pitch,"Hey John,

Love the ChessTalk channel. We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Great tool for the improvement crowd.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,GM Aman Hambleton (solo content),Twitch + YouTube,youtube.com/@GMHambleton,100K+ YouTube subs,chessbrah.com/contact,Contact Form,N/A,Intermediate-Advanced,Creator Partnership,MEDIUM,FireChess - partnership pitch,"Hey Aman,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows where they are going wrong. Opening leaks, tactics missed, patterns.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,Daniel Naroditsky (Danya),YouTube + Chess.com,youtube.com/@DanielNaroditsky,1M+ YouTube subs,YouTube DM @GMNaroditsky,Social DM,N/A,Intermediate-Advanced,Creator Partnership,MEDIUM,FireChess - partnership pitch,"Hey Danya,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where their game breaks down. Great match for the speed run audience.

Free Pro for you, promo code for your viewers, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,GM Baskaran Adhiban,YouTube (India),youtube.com/@BaskaranAdhiban,50K+ YouTube subs,YouTube DM @BaskaranAdhiban,Social DM,N/A,Intermediate-Advanced,Creator Partnership,MEDIUM,FireChess - partnership pitch,"Hey Adhiban,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Your content style would be a great fit.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,IM Alex Ostrovskiy,YouTube + Coaching,youtube.com/@AlexOstrovskiy,50K+ YouTube subs,YouTube DM @AlexOstrovskiy,Social DM,N/A,Beginner-Intermediate,Creator + Coach Partnership,MEDIUM,FireChess - tool for your students and audience,"Hey Alex,

We built FireChess (firechess.com) - scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Also great for video content.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,Chessbrah (Aman Hambleton + Eric Hansen),YouTube + Twitch,chessbrah.com,300K+ combined audience,chessbrah.com/contact,Contact Form,N/A,Intermediate-Advanced,Creator Partnership,MEDIUM,FireChess - partnership pitch,"Hey,

Love the Chessbrah content. We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows where they are losing. Opening leaks, missed tactics, patterns.

Free Pro for both of you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,WFM Nemo (chess streamer),Twitch + YouTube,youtube.com/@FMNemo,80K+ combined audience,YouTube DM @FMNemo,Social DM,N/A,Beginner-Intermediate,Creator Partnership,LOW,FireChess - partnership pitch,"Hey Nemo,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Fun for live demos with viewers.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,Chess Improvement (YouTube channel),YouTube,youtube.com/@ChessImprovement,50K+ YouTube subs,YouTube DM @ChessImprovement,Social DM,N/A,Beginner-Intermediate,Creator Partnership,LOW,FireChess - partnership pitch,"Hey,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Perfect fit for an improvement-focused channel.

Free Pro, promo code for your audience, and 30% recurring commission on upgrades through your link.

[Your name]
firechess.com"
YouTube Creator,IM Levy Rozman (GothamChess Clips / smaller collabs),YouTube,youtube.com/@GothamChess,4M+ subs (too big for main pitch - target via collab creators),YouTube DM @GothamChess,Social DM,N/A,Beginner-Intermediate,Creator Partnership (low-prob but worth a shot),LOW,FireChess - quick partnership idea,"Hey Levy,

We built FireChess (firechess.com) - scans a player's Chess.com or Lichess games and shows exactly where they are losing. Opening leaks, patterns, the works.

Free Pro for you, promo code for your audience, and 30% recurring commission on upgrades through your link. Even a quick mention would mean a lot for an indie project.

[Your name]
firechess.com"
Chess Website / Tool,Listudy.org,Free Chess Learning Platform,listudy.org,10K+ active users,listudy.org/contact,Contact Form,N/A,Intermediate,Cross-Promotion,HIGH,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening leaks from their Chess.com or Lichess games. Your users are exactly the kind of improvers we want to reach.

Thought there might be a nice cross-promotion angle. Would love to explore.

[Your name]
firechess.com"
Chess Website / Tool,Chess Position Trainer,Chess Opening Software,chesspositiontrainer.com,30K+ active users,chesspositiontrainer.com/contact,Contact Form,N/A,Intermediate-Advanced,Cross-Promotion,HIGH,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free tool that finds a player's opening leaks from their Chess.com or Lichess games. Players who use Chess Position Trainer would benefit from knowing exactly where their openings break down.

Thought there might be a cross-promotion angle. Would love to explore.

[Your name]
firechess.com"
Chess Website / Tool,Chessity,Chess Learning Platform (Youth),chessity.com,50K+ students + teachers,info@chessity.com,Direct Email,NOT CONFIRMED,Scholastic + Beginners,Cross-Promotion / Partnership,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess game analysis tool that shows students exactly where they are going wrong. Thought there might be a cross-promotion angle with Chessity.

Would love to explore any partnership or mention.

[Your name]
firechess.com"
Chess Website / Tool,Chess Path,Chess Improvement Platform,chesspath.com,5K+ active users,chesspath.com/contact,Contact Form,N/A,Intermediate,Cross-Promotion,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening leaks from their Chess.com or Lichess games in under a minute.

Thought there might be a cross-promotion angle with Chess Path. Would love to explore.

[Your name]
firechess.com"
Chess Website / Tool,NextChessMove,Chess Analysis Tool,nextchessmove.com,20K+ active users,nextchessmove.com/contact,Contact Form,N/A,Intermediate-Advanced,Cross-Promotion,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening leaks from their Chess.com or Lichess games. Thought there might be a cross-promotion angle with NextChessMove.

Would love to explore.

[Your name]
firechess.com"
Chess Website / Tool,ChessTempo,Chess Puzzle + Training Platform,chesstempo.com,500K+ registered users,support@chesstempo.com,Direct Email,YES - listed on site,Intermediate-Advanced,Cross-Promotion / Partnership,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free game analysis tool that finds a player's opening leaks from their Chess.com or Lichess games. ChessTempo users are exactly the kind of serious improvers who would benefit.

Thought there might be a cross-promotion angle. Would love to explore.

[Your name]
firechess.com"
Chess Website / Tool,Chess Dojo (Training Program),Chess Improvement Program,chessdojo.club,Active training community,chessdojo.club/contact,Contact Form,N/A,Intermediate-Advanced,Cross-Promotion / Partnership,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's specific opening gaps from their Chess.com or Lichess games. Chess Dojo members doing structured training would love it.

Thought there might be a cross-promotion angle. Would love to explore.

[Your name]
firechess.com"
Chess Website / Tool,ChessMood,Chess Improvement Platform,chessmood.com,Active members community,chessmood.com/contact,Contact Form,N/A,Intermediate-Advanced,Cross-Promotion / Partnership,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening gaps from their Chess.com or Lichess games. Your community is exactly who we are trying to reach.

Thought there might be a cross-promotion angle. Happy to explore.

[Your name]
firechess.com"
Chess Website / Tool,Remote Chess Academy,Chess Coaching Platform,remotechessacademy.com,Large online student base,contact@remotechessacademy.com,Direct Email,YES - listed on site,Intermediate-Advanced,Coaching Tool / Partnership,HIGH,FireChess - tool for your coaching students,"Hi,

We built FireChess (firechess.com) - it scans a student's Chess.com or Lichess games before a lesson and shows their exact opening gaps. Your students show up and the coach already knows what to fix.

Would love to explore a partnership or offer it to Remote Chess Academy students.

[Your name]
firechess.com"
Chess Website / Tool,Chessable,Chess Learning Platform,chessable.com,1M+ users,bizdev@chess.com,Direct Email,YES - listed,Intermediate-Advanced,Cross-Promotion / Advertising,MEDIUM,FireChess - cross-promotion idea,"Hi,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening gaps from their Chess.com or Lichess games. Many Chessable users buy opening courses to fix specific weaknesses - FireChess helps them find those weaknesses.

Thought there might be a cross-promotion angle. Would love to explore.

[Your name]
firechess.com"
Chess Media / Newsletter,Perpetual Chess Podcast (Ben Johnson),Podcast,perpetualchesspod.com,50K+ listeners,perpetualchesspod.com/contact,Contact Form,N/A,Intermediate-Advanced,Sponsorship / Mention,HIGH,FireChess - sponsorship pitch,"Hey Ben,

Love the Perpetual Chess Podcast. We built FireChess (firechess.com) - a free chess analysis tool for serious improvers. It finds a player's opening leaks from their Chess.com or Lichess games in under a minute.

Your audience is exactly who we built it for. Would you consider a sponsorship or a mention?

[Your name]
firechess.com"
Chess Media / Newsletter,Chess Life Magazine (USCF),Magazine,uschess.org/chess-life,90000+ USCF members,office@uschess.org,Direct Email,YES - USCF main contact,Intermediate-Advanced,Advertising,MEDIUM,advertising inquiry - FireChess,"Hi,

I run FireChess (firechess.com), a free game analysis tool for competitive chess players. Chess Life readers are exactly the audience we want to reach.

Would you consider an ad placement in an upcoming issue?

[Your name]
firechess.com"
Chess Media / Newsletter,Kingpin Chess Magazine (UK),Magazine,kingpinchess.net,10K+ readers,kingpinchess.net/contact,Contact Form,N/A,Intermediate-Advanced,Advertising / Editorial,MEDIUM,advertising inquiry - FireChess,"Hi,

I run FireChess (firechess.com), a free chess analysis tool for competitive players. Your readers are exactly the audience we want to reach.

Would you consider a small ad or a mention?

[Your name]
firechess.com"
Chess Media / Newsletter,British Chess Magazine,Magazine,britishchessmagazine.co.uk,10K+ readers,info@britishchessmagazine.co.uk,Direct Email,NOT CONFIRMED,Intermediate-Advanced,Advertising,MEDIUM,advertising inquiry - FireChess,"Hi,

I run FireChess (firechess.com), a free chess analysis tool for competitive players. British Chess Magazine readers are exactly the audience we are trying to reach.

Would you consider an ad placement or a short mention?

[Your name]
firechess.com"
Chess Media / Newsletter,New In Chess,Magazine + Publisher,newinchess.com,30K+ readers,nic@newinchess.com,Direct Email,YES - listed on site,Intermediate-Advanced,Advertising,MEDIUM,advertising inquiry - FireChess,"Hi,

I run FireChess (firechess.com), a free chess analysis tool for competitive players. New In Chess readers are exactly the audience we want to reach.

Would you consider an ad placement in an upcoming issue?

[Your name]
firechess.com"
Chess Media / Newsletter,ChessCafe.com,Chess Website / Newsletter,chesscafe.com,50K+ readers,chesscafe.com/contact,Contact Form,N/A,Intermediate-Advanced,Advertising / Editorial,LOW,advertising inquiry - FireChess,"Hi,

I run FireChess (firechess.com), a free game analysis tool for serious chess players. ChessCafe readers are exactly the audience we are trying to reach.

Would you consider a sponsored mention or a banner ad?

[Your name]
firechess.com"
Chess Media / Newsletter,NM Michael Goeller (Kenilworthian Blog),Chess Blog,kenilworthianchess.com,5K+ monthly readers,kenilworthianchess.com/contact,Contact Form,N/A,Intermediate,Editorial / Mention,LOW,FireChess - free tool worth sharing with your readers,"Hi Michael,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening leaks from their Chess.com or Lichess games. Thought your readers would genuinely find it useful.

Would you consider a brief mention?

[Your name]
firechess.com"
Chess Media / Newsletter,GM Kevin Spraggett (Spraggett on Chess),Chess Blog,kevinspraggettonchess.com,10K+ monthly readers,kevinspraggettonchess.com/contact,Contact Form,N/A,Intermediate-Advanced,Editorial / Mention,LOW,FireChess - free tool worth sharing with your readers,"Hi Kevin,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening leaks from their Chess.com or Lichess games in under a minute.

Thought your readers would genuinely find it useful. Would you consider a brief mention?

[Your name]
firechess.com"
Chess Media / Newsletter,The Chess Drum (Daaim Shabazz),Chess News Site,thechessdrum.net,20K+ monthly readers,webmaster@thechessdrum.net,Direct Email,YES - listed on site,All Levels,Editorial / Mention / Advertising,LOW,FireChess - free tool worth sharing,"Hi Daaim,

We built FireChess (firechess.com) - a free chess analysis tool that finds a player's opening leaks from their Chess.com or Lichess games. Takes under a minute.

Thought Chess Drum readers would find it genuinely useful. Would you consider a mention?

[Your name]
firechess.com"
Chess Media / Newsletter,The Week in Chess (Mark Crowther),Weekly Newsletter,theweekinchess.com,50K+ subscribers,mdcrowth@btinternet.com,Direct Email,YES - listed,Intermediate-Advanced,Advertising / Mention,LOW,advertising inquiry - FireChess,"Hi Mark,

I run FireChess (firechess.com), a free chess analysis tool for competitive players. TWIC readers are exactly the audience we want to reach.

Would you consider a brief mention or a small ad spot?

[Your name]
firechess.com"
