Category,Name,Platform,Website,Audience_Size,Contact_Email,Contact_Type,Email_Verified,Audience_Level,Outreach_Angle,Priority,Email_Subject,Email_Body
Chess Media,TheChessWorld.com,Website + Newsletter,thechessworld.com,100000+ readers,support@thechessworld.com,Direct Email,YES - confirmed,International,Media coverage or cross-promo with TheChessWorld,MEDIUM,Quick pitch - FireChess for chess improvers,"Hi TheChessWorld team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

Happy to offer a demo, provide a write-up, or explore any cross-promotion.

Leon
firechess.com"
Chess Coach,GingerGM (GM Simon Williams),Website + YouTube,gingergm.com,100000+ YouTube subs,sales@gingergm.com,Direct Email,YES - confirmed,International,Free Pro + 30% commission for GingerGM partner program,HIGH,Free Pro + 30% commission - FireChess partner program,"Hey Simon,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free chess training platform. We're building our partner program and you'd be a great fit.

You'd get a free Pro account plus 30% recurring commission on any players who sign up through your link. Tactics, openings, endgames and an AI tutor - your audience would love it.

Takes 10 seconds to try. Interested?

Leon
firechess.com"
Chess Coach,Susan Polgar (GM),Website + Social,susanpolgar.com,50000+ followers,susanpolgar@aol.com,Direct Email,YES - confirmed,International,Free Pro + 30% commission for Susan Polgar partner program,HIGH,Free Pro + 30% commission - FireChess partner program,"Hey Susan,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free chess training platform. We're building our partner program and would love to have you on board.

You'd get a free Pro account plus 30% recurring commission on any players who sign up through your link. Tactics, openings, endgames and an AI tutor that explains every puzzle.

Interested?

Leon
firechess.com"
Chess Coach,The Chess Website (Kevin Butler),Website + YouTube,thechesswebsite.com,500000+ YouTube subs,thechesswebsite@gmail.com,Direct Email,YES - confirmed,International,Free Pro + 30% commission for partner program,HIGH,Free Pro + 30% commission - FireChess partner program,"Hey Kevin,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free chess training platform. Love your channel. We're building our partner program and you'd be a perfect fit.

Free Pro account for you plus 30% recurring commission on any players who sign up through your link. Tactics, openings, endgames and an AI puzzle tutor.

Takes 10 seconds to try. Interested?

Leon
firechess.com"
Chess Coach,Apollo Masters (representing GothamChess / Levy Rozman),Talent Agency,apollomasters.de,7500000+ YouTube subs (Levy),info@apollomasters.de,Direct Email,YES - confirmed,International,GothamChess partner program via Apollo Masters,HIGH,FireChess + Levy Rozman - quick partnership pitch,"Hi Apollo Masters team,

I'm Leon and I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free chess training platform. I'd love to explore a partnership with Levy.

We'd set up a free Pro account for him, a custom promo code for his audience, and 30% recurring commission on every subscriber who comes through his link.

Happy to discuss details.

Leon
firechess.com"
Chess Coach,Dragon Knight Chess (IM Jonathan Schroer),Website,dragonknightchess.com,2000+ students,info@dragonknightchess.com,Direct Email,YES - confirmed,Regional,Free Pro + commission for Dragon Knight Chess coaches,MEDIUM,Free Pro + 30% commission - FireChess partner program,"Hey Jonathan,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

You'd get a free Pro account plus 30% recurring commission on any students who sign up through your link. Tactics, openings, endgames and an AI tutor.

Interested?

Leon
firechess.com"
Chess Coach,Dan Heisman (IM Author and Instructor),Website,danheisman.com,30000+ Chess.com column readers,danheisman@comcast.net,Direct Email,YES - confirmed,National,Free Pro + commission for Dan Heisman partner program,MEDIUM,Free Pro + 30% commission - FireChess partner program,"Hey Dan,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

We'd love to set you up with a free Pro account plus 30% recurring commission on any players who sign up through your link. Tactics, openings and our new AI puzzle tutor.

Interested?

Leon
firechess.com"
Chess Equipment,House of Staunton (Huntsville AL),Website,houseofstaunton.com,100000+ customers,customerservice@houseofstaunton.com,Direct Email,YES - confirmed,National,Affiliate or cross-promo with House of Staunton customers,MEDIUM,Affiliate idea - FireChess + House of Staunton,"Hi House of Staunton team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to explore a cross-promo or affiliate arrangement - your link in our platform and a FireChess mention to your buyers. Happy to work something out that benefits both sides.

Leon
firechess.com"
Chess Equipment,Chess House (San Diego CA),Website,chesshouse.com,50000+ customers,contact@chesshouse.com,Direct Email,YES - confirmed,National,Affiliate or cross-promo with Chess House customers,MEDIUM,Affiliate idea - FireChess + Chess House,"Hi Chess House team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to explore a cross-promo or affiliate deal - your link in our platform and a FireChess mention to your buyers. Happy to work something out.

Leon
firechess.com"
Chess Equipment,Wholesale Chess (Huntsville AL),Website,wholesalechess.com,100000+ customers,info@wholesalechess.com,Direct Email,YES - confirmed,National,Affiliate or cross-promo with Wholesale Chess customers,MEDIUM,Affiliate idea - FireChess + Wholesale Chess,"Hi Wholesale Chess team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to explore a cross-promo or affiliate arrangement that could work for both of us.

Leon
firechess.com"
Chess Equipment,USCF Sales (Huntsville AL),Website,uscfsales.com,90000+ members/buyers,sales@uscfsales.com,Direct Email,YES - confirmed,National,Affiliate or cross-promo with USCF Sales customers,MEDIUM,Affiliate idea - FireChess + USCF Sales,"Hi USCF Sales team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to explore a cross-promo or affiliate arrangement that works for both sides.

Leon
firechess.com"
Chess Equipment,ChessBaron (UK Somerset),Website,chessbaron.co.uk,20000+ customers,chessbaron@gmail.com,Direct Email,YES - confirmed,National,Affiliate or cross-promo with ChessBaron customers,LOW,Affiliate idea - FireChess + ChessBaron,"Hi ChessBaron team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to explore a cross-promo or affiliate arrangement if you're open to it.

Leon
firechess.com"
Chess Equipment,The Chess Store (Hillsboro OR),Website,thechessstore.com,200000+ customers,sales@thechessstore.com,Direct Email,YES - confirmed,National,Affiliate or cross-promo with The Chess Store customers,MEDIUM,Affiliate idea - FireChess + The Chess Store,"Hi The Chess Store team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to explore a cross-promo or affiliate arrangement that works for both of us.

Leon
firechess.com"
Chess Education,Chess for Schools (UK),Website,chessforschools.co.uk,5000+ school programs,john.upham@zen.co.uk,Direct Email,YES - confirmed,National,Free platform for UK school chess programs,HIGH,Free chess training for your school programs - FireChess,"Hi John,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to offer free access for your school programs and teachers. Happy to set up a school account.

Let me know if you're interested.

Leon
firechess.com"
Chess Education,Chess in Schools and Communities (CSC / London Chess Classic),Website,chessinschools.co.uk,30000+ students,info@chessinschools.co.uk,Direct Email,YES - confirmed,National,Free platform for CSC students and teachers,HIGH,Free chess training for your students - FireChess,"Hi CSC team,

I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

I'd love to offer free access for your students and teachers and set up a school account.

Leon
firechess.com"
Chess Tournament,Tata Steel Chess Tournament (Netherlands),Website,tatasteelchess.com,80000+ in-person and online audience,info@tatasteelchess.com,Direct Email,YES - confirmed,International,Cross-promo with Tata Steel Chess audience,HIGH,Quick pitch for Tata Steel chess fans - FireChess,"Hi Tata Steel Chess team,

I'm Leon and I'm Leon, a 2300-rated chess player, and I built FireChess (firechess.com) - a free tool that scans your entire Chess.com or Lichess history, finds the exact openings you keep losing and the tactics you keep missing, then drills those positions until the right moves stick

Happy to discuss whatever might work.

Leon
firechess.com"
